MMSI,ImoNumber,Name,Reporting Period,consumption per distance [kg / n mile],CO₂ emissions per distance [kg CO₂ / n mile]
311000855,9159115,CROWN SAPPHIRE,2021,84.34,262.91
311000855,9159115,CROWN SAPPHIRE,2020,78.64,247.13
311000855,9159115,CROWN SAPPHIRE,2019,77.88,244.43
538008511,9539341,TEAM BRAVO,2021,69.77,219.49
248220000,9491264,KIRAN AMERICA,2021,81.15,254.31
239923000,9241786,BLUE STAR NAXOS,2021,123.81,385.61
239923000,9241786,BLUE STAR NAXOS,2020,123.1,383.47
239923000,9241786,BLUE STAR NAXOS,2019,130.81,412.25
248006000,9737383,OSLO TS,2021,124.72,396.14
248006000,9737383,OSLO TS,2020,122.94,389.67
248006000,9737383,OSLO TS,2019,144.12,459.85
255806231,9405320,SELASSE,2021,66.3,211.98
255806231,9405320,SELASSE,2020,57.56,184.53
255806231,9405320,SELASSE,2019,65.04,204.93
352351000,9072824,AVUNDA REEFER,2021,59.17,186.07
352351000,9072824,AVUNDA REEFER,2020,49.77,155.75
477100400,9776195,OOCL JAPAN,2021,285.76,897.81
477100400,9776195,OOCL JAPAN,2020,280.79,879.54
477100400,9776195,OOCL JAPAN,2019,277.62,868.98
244860255,9721645,SYMPHONY STAR,2021,38.77,124.3
244860255,9721645,SYMPHONY STAR,2020,38,121.82
244860255,9721645,SYMPHONY STAR,2019,42.82,134.89
319200700,9337614,NYK DAEDALUS,2021,193.33,613.22
319200700,9337614,NYK DAEDALUS,2020,170.28,539.71
319200700,9337614,NYK DAEDALUS,2019,182.4,573.57
255805834,9197533,CAROLINE RUSS,2021,113.98,355.37
255805834,9197533,CAROLINE RUSS,2020,127.69,400.85
255805834,9197533,CAROLINE RUSS,2019,114.93,360.64
304846000,9197521,EMILIA,2020,59.06,189.35
566579000,9725639,HAFNIA SUNDA,2021,65.49,209.29
566579000,9725639,HAFNIA SUNDA,2020,75.39,239.12
566579000,9725639,HAFNIA SUNDA,2019,76.78,245.38
247296500,9465540,EUROCARGO ALEXANDRIA,2021,142.81,445.52
247296500,9465540,EUROCARGO ALEXANDRIA,2020,132.97,415.02
247296500,9465540,EUROCARGO ALEXANDRIA,2019,133.22,415.77
275430000,8700723,ISABELLE,2021,Division by zero!,Division by zero!
275430000,8700723,ISABELLE,2020,212.59,669.87
275430000,8700723,ISABELLE,2019,165.1,520.24
259266000,9283784,LEONORA VICTORY,2021,91.93,289.48
259266000,9283784,LEONORA VICTORY,2020,91.34,286.67
259266000,9283784,LEONORA VICTORY,2019,106.47,335.41
563051200,9283186,MONTE CERVANTES,2021,206.92,651.25
563051200,9283186,MONTE CERVANTES,2020,188.04,590.22
563051200,9283186,MONTE CERVANTES,2019,212.57,668.53
538007357,9435557,OWL 4,2021,53.51,167.15
563127200,9773143,SOUTHERN OWL,2021,78.23,245.19
563127200,9773143,SOUTHERN OWL,2020,84.34,264.93
563127200,9773143,SOUTHERN OWL,2019,86.15,271.53
209345000,9373905,CONTSHIP NEW,2021,107.78,341.65
209345000,9373905,CONTSHIP NEW,2019,88.11,274.52
563185900,9719745,NAVIG8 AMESSI,2021,83.45,264.07
563185900,9719745,NAVIG8 AMESSI,2020,94.15,297.45
563185900,9719745,NAVIG8 AMESSI,2019,95.09,299.01
247270600,9377200,DIVINA,2021,85.61,268.28
247270600,9377200,DIVINA,2020,86.04,269.6
247270600,9377200,DIVINA,2019,87.76,275.25
229455000,9223784,VISBORG,2021,200.44,631.59
229455000,9223784,VISBY,2020,228.16,718.92
229455000,9223784,VISBY,2019,244.16,769.34
371043000,9233624,LADY SEMA,2021,49.33,156.5
371043000,9233624,LADY SEMA,2020,59.8,189.66
538005991,9690626,HAFNIA VIOLETTE,2021,94.21,297.89
538005991,9690626,NAVIG8 VIOLETTE,2020,87.55,277.01
538005991,9690626,NAVIG8 VIOLETTE,2019,103.86,325.79
636016118,9204477,JOANNA,2021,97.43,304.46
636016118,9204477,JOANNA,2020,103.98,332.2
636016118,9204477,JOANNA,2019,121.98,389.94
566984000,9611022,GLOVIS MAINE,2020,94.46,298.36
249671000,9376713,VESPERTINE,2021,99.39,312.45
249671000,9376713,VESPERTINE,2020,102.63,323.59
249671000,9376713,VESPERTINE,2019,106.17,333.05
538005781,9727534,NAVIG8 AMMOLITE,2021,73.63,232.92
538005781,9727534,NAVIG8 AMMOLITE,2019,61.41,192.62
563186300,9727534,NAVIG8 AMMOLITE,2021,73.63,232.92
563186300,9727534,NAVIG8 AMMOLITE,2019,61.41,192.62
538009099,9913626,YELLOW STARS,2021,82.69,258.23
219280000,9399351,HENRY MAERSK,2021,113.21,356.52
219280000,9399351,HENRY MAERSK,2020,109.27,340.36
636018494,9782091,LYDDEN,2021,83.9,262.48
636018494,9782091,LYDDEN,2020,100.35,315.56
636018494,9782091,LYDDEN,2019,99.17,310.31
256154000,9521423,CHEMICAL LUNA,2021,60.82,192.68
256154000,9521423,CHEMICAL LUNA,2020,63.56,199.86
256154000,9521423,CHEMICAL LUNA,2019,57.2,179.73
311744000,9235141,POPLAR ARROW,2021,92.57,292.44
311744000,9235141,POPLAR ARROW,2020,83.42,259.76
311744000,9235141,POPLAR ARROW,2019,90.09,281.95
244030593,9227259,STENA FORERUNNER,2021,147.79,461.95
244030593,9227259,STENA FORERUNNER,2020,227.98,715.18
244030593,9227259,STENA FORERUNNER,2019,157.46,492.71
228183600,9268708,PONT-AVEN,2021,319.18,1003.76
228183600,9268708,PONT-AVEN,2020,345.06,1079.32
228183600,9268708,PONT-AVEN,2019,282.36,880.57
257465000,9824289,COLOR HYBRID,2021,82.49,264.47
257465000,9824289,COLOR HYBRID,2020,121.92,390.89
257465000,9824289,COLOR HYBRID,2019,130.06,416.99
636018543,9831191,ELANDRA MAPLE,2020,77.59,246.1
636018543,9831191,ELANDRA MAPLE,2019,75.58,237.35
311046100,9346811,PODLASIE,2021,73.61,233.64
311046100,9346811,PODLASIE,2020,80.38,252.75
311046100,9346811,PODLASIE,2019,84.22,264.12
247436500,8320573,MEGA REGINA,2021,239.54,750.07
247436500,8320573,MARIELLA,2020,198.45,626.25
247436500,8320573,MARIELLA,2019,151.33,476.83
220464000,9320568,FICARIA SEAWAYS,2021,146.82,458.55
220464000,9320568,FICARIA SEAWAYS,2020,152.68,477.01
220464000,9320568,FICARIA SEAWAYS,2019,156.32,487.13
241715000,9881691,MARAN SOLON,2021,163.35,515.95
563155800,9330848,ATLANTIC GENEVA,2021,90.19,281.72
563155800,9330848,ATLANTIC GENEVA,2020,83.94,262.28
563155800,9330848,ATLANTIC GENEVA,2019,76.05,237.67
235308000,9220809,CLAMOR SCHULTE,2021,82.91,264.51
235308000,9220809,CLAMOR SCHULTE,2020,93.93,301.15
235308000,9220809,CLAMOR SCHULTE,2019,102.66,328.81
255806511,9186417,FRIEDRICH RUSS,2021,74.66,233.16
255806511,9186417,FRIEDRICH RUSS,2020,80.49,251.26
255806511,9186417,FRIEDRICH RUSS,2019,88.37,275.6
605086013,9557795,SEDRATA,2021,42.05,133.19
605086013,9557795,SEDRATA,2019,70.17,220.46
249435000,9717278,CIELO DI CAPRI,2021,78.41,250.17
249435000,9717278,CIELO DI CAPRI,2020,102.33,327.46
249435000,9717278,CIELO DI CAPRI,2019,86.56,275.18
477591300,9853888,CSSC CAPE TOWN,2021,121.32,378.93
477591300,9853888,CSSC CAPE TOWN,2020,116.26,362.53
353051000,9401142,MSC GAIA,2021,356.72,1111.54
353051000,9401142,MSC GAIA,2020,373.37,1163.59
353051000,9401142,MSC GAIA,2019,352.49,1099.11
259896000,9172210,DORIS,2021,55.84,179.03
259896000,9172210,DORIS,2020,61.55,196.14
259896000,9172210,DORIS,2019,59.63,188.13
310602000,9391476,STENA PENGUIN,2021,150.41,473.54
310602000,9391476,STENA PENGUIN,2020,150.4,471.21
310602000,9391476,STENA PENGUIN,2019,169.63,534.02
247237100,9373230,AETHALIA,2021,82.44,258.75
247237100,9373230,AETHALIA,2020,86.43,270.74
538008175,9848118,YASA VENUS,2021,90.14,282.61
538008175,9848118,YASA VENUS,2020,79.78,248.95
538008175,9848118,YASA VENUS,2019,81.96,256.76
212797000,9180360,ISOLDA,2021,65.7,206.3
212797000,9180360,ISOLDA,2020,71.99,226.73
212797000,9180360,ISOLDA,2019,80.44,252.95
316015060,9739800,GAIA DESGAGNES,2021,59.89,173.93
316015060,9739800,GAIA DESGAGNES,2020,56.15,163.48
316015060,9739800,GAIA DESGAGNES,2019,52.11,152.55
311000977,9189902,BALTIC HOLLYHOCK,2021,81.55,256.7
311000977,9189902,BALTIC HOLLYHOCK,2020,81.42,256.73
311000977,9189902,BALTIC HOLLYHOCK,2019,79.6,248.49
246430000,9248564,NASSAUBORG,2021,81.15,257.92
246430000,9248564,NASSAUBORG,2020,81.56,259.19
246430000,9248564,NASSAUBORG,2019,86.02,271.05
538006468,9671058,FEDERAL CHAMPLAIN,2021,64.19,204.32
538006468,9671058,FEDERAL CHAMPLAIN,2020,61.47,195.44
538006468,9671058,FEDERAL CHAMPLAIN,2019,62.78,197.8
563642000,9648075,STRATEGIC ALLIANCE,2021,102.62,322.73
563642000,9648075,STRATEGIC ALLIANCE,2020,68.45,216.06
238266000,9519626,PERISTIL,2021,86.53,272.8
238266000,9519626,PERISTIL,2020,166.93,531.42
238266000,9519626,PERISTIL,2019,94.49,296.14
245953000,9466312,ARAGONBORG,2021,72.37,229.21
245953000,9466312,ARAGONBORG,2020,68.21,216.71
245953000,9466312,ARAGONBORG,2019,81.85,258.04
247324900,9340910,SALINA M,2021,69.78,218.62
247324900,9340910,SALINA M,2020,62.81,196.54
247324900,9340910,SALINA M,2019,87.62,274.96
477769800,9712890,PACIFIC ABILITY,2020,104.17,325.34
219348000,9586617,BERGENSFJORD,2021,112.73,315.57
219348000,9586617,BERGENSFJORD,2020,121.14,338.22
219348000,9586617,BERGENSFJORD,2019,112.48,312.48
356447000,9414242,CHEMROAD DITA,2021,88.12,278.52
538009418,9250701,BLUE EVERTON,2020,91.59,290.93
538009418,9250701,FEISTY KAREN,2019,76.38,238.05
477076700,9318321,ANTWERPEN,2021,104.11,332.62
477076700,9318321,ANTWERPEN,2020,117.34,375.71
477076700,9318321,ANTWERPEN,2019,109.75,347.64
636022568,9343986,SEABREEZE,2021,86,269.53
636022568,9343986,SEABREEZE,2019,96.3,302.24
636017433,9755933,MSC DIANA,2021,377.76,1178.41
636017433,9755933,MSC DIANA,2020,316.18,984.89
636017433,9755933,MSC DIANA,2019,315.41,984.13
636018933,9085534,MAERSK KOTKA,2021,272.19,851.05
636018933,9085534,MAERSK KOTKA,2020,311.97,982.56
636018933,9085534,MAERSK KOTKA,2019,268.73,838.06
246737000,9591820,NOORDDIJK,2021,41.37,132.64
246737000,9591820,LIEKE,2019,48.84,153.27
209952000,9214991,ULYSSES,2021,258.17,804.58
209952000,9214991,ULYSSES,2020,258.42,805.73
209952000,9214991,ULYSSES,2019,272.36,848.87
246866000,9605176,HANZE GENDT,2021,75.14,238.75
246866000,9605176,HANZE GENDT,2020,83.46,264.62
246866000,9605176,HANZE GENDT,2019,84.08,265.73
636021853,9425502,TORM GYDA,2021,76.42,243.3
636021853,9425502,TORM GYDA,2020,73.18,233.55
636021853,9425502,TORM GYDA,2019,77.98,244.71
210331000,7907661,STENA SPIRIT,2021,153,483.76
210331000,7907661,STENA SPIRIT,2020,164.65,518.8
210331000,7907661,STENA SPIRIT,2019,152.45,480.38
209276000,9504035,ELBWAVE,2021,85.19,267.82
209276000,9504035,WES CARINA,2020,85.43,269.98
209276000,9504035,WES CARINA,2019,86.58,273.37
563394000,9528029,IVS ORCHARD,2021,73.05,227.96
538006785,9267209,FEDERAL SETO,2021,76.52,243.43
538006785,9267209,FEDERAL SETO,2020,68.59,217.38
538006785,9267209,FEDERAL SETO,2019,72.4,228.14
477723600,9751573,XIN GUANG HUA,2021,Division by zero!,Division by zero!
477723600,9751573,XIN GUANG HUA,2020,Division by zero!,Division by zero!
477723600,9751573,XIN GUANG HUA,2019,265.19,825.82
566044000,9722302,THEBEN,2020,148.34,462.43
566044000,9722302,THEBEN,2019,134.79,420.07
255826000,9354399,DAGMAR,2021,78.76,248.61
255826000,9354399,BUXTEHUDE,2020,66.26,209.01
255826000,9354399,BUXTEHUDE,2019,79.87,249.6
277548000,9809100,TULIPA SEAWAYS,2021,138.4,433.84
277548000,9809100,TULIPA SEAWAYS,2020,139.01,433.16
277548000,9809100,TULIPA SEAWAYS,2019,136.72,426
212667000,9333553,ESL EUROPA,2021,66.21,210.18
212667000,9333553,ESL EUROPA,2020,70.97,225.18
212667000,9333553,ESL EUROPA,2019,65.7,207.44
636092932,9225641,MSC ILONA,2021,266.87,840.98
636092932,9225641,MSC ILONA,2020,257.23,810.52
636092932,9225641,MSC ILONA,2019,238.77,746.3
240815000,9350719,SUPERFAST I,2021,185.58,578.65
240815000,9350719,SUPERFAST I,2020,168.51,525.45
240815000,9350719,SUPERFAST I,2019,166.81,523.52
636016943,9235402,BOMAR RADIANT,2021,127.48,396.99
636016943,9235402,BOMAR RADIANT,2020,130.16,405.32
636016943,9235402,BOMAR RADIANT,2019,126.5,393.91
636018642,9791860,CIELO DI HOUSTON,2019,88.93,278.38
372051000,9299551,MSC VITTORIA,2021,290.68,918.05
372051000,9299551,MSC VITTORIA,2020,272.49,859.32
372051000,9299551,MSC VITTORIA,2019,269.19,839.51
310749000,9253727,TORONTO EXPRESS,2021,193.97,609.17
310749000,9253727,TORONTO EXPRESS,2020,182.64,573.3
310749000,9253727,TORONTO EXPRESS,2019,185.73,582.34
215178000,9527635,MURRAY STAR,2021,62.1,196.47
215178000,9527635,MURRAY STAR,2020,69.42,220.34
215178000,9527635,MURRAY STAR,2019,71.88,227.24
636021509,9388209,PS HOUSTON,2021,103.24,325.35
636021509,9388209,IRON POINT,2019,131.7,412.38
259538000,9144263,LYSBRIS SEAWAYS,2021,64.09,205.47
259538000,9144263,LYSBRIS SEAWAYS,2020,65.49,209.97
259538000,9144263,LYSBRIS SEAWAYS,2019,57.42,184.1
255806327,9287792,NEUBURG,2020,77.25,243.84
255806327,9287792,NEUBURG,2019,83.55,263.18
477462400,9535187,MOL GRATITUDE,2021,201,630.16
477462400,9535187,MOL GRATITUDE,2020,175.44,549.38
477462400,9535187,MOL GRATITUDE,2019,193.03,604.14
477633300,9317793,LUZON STRAIT,2020,74.97,236.16
626264000,9323986,BEKS INDIANA,2021,155.48,492.43
626264000,9323986,MINERVA INDIANA,2019,135.21,422.48
255805755,9436305,VERONICA B,2021,66.23,208.3
255805755,9436305,EXPERT,2020,69.81,222.13
255805755,9436305,EXPERT,2019,84.76,264.74
256038000,8001024,CSL ELBE,2021,58.4,187.23
256038000,8001024,CSL ELBE,2020,59.06,189.36
256038000,8001024,CSL ELBE,2019,65.17,207.89
246650000,9462794,OOCL RAUMA,2021,87.68,276.99
246650000,9462794,OOCL RAUMA,2020,86.33,273.18
246650000,9462794,OOCL RAUMA,2019,94.41,299.92
636091400,9373486,RHL AGILITAS,2020,Division by zero!,Division by zero!
215289000,9409273,LIV KNUTSEN,2021,94.44,302.62
215289000,9409273,LIV KNUTSEN,2020,97.88,313.65
215289000,9409273,LIV KNUTSEN,2019,113.79,364.49
244912000,9307384,TRICA,2021,170.03,529.76
244912000,9307384,TRICA,2020,168.83,526.01
244912000,9307384,TRICA,2019,169.68,528.65
229879000,9464376,BALTIC SWIFT,2021,91.56,290.53
229879000,9464376,BALTIC SWIFT,2020,120.98,383.72
229879000,9464376,BALTIC SWIFT,2019,102.97,324.89
304521000,9415143,EIDER,2021,81.31,254.04
304521000,9415143,EIDER,2020,84.57,265.44
304521000,9415143,EIDER,2019,66.84,210.75
431710000,9468308,ONE ALTAIR,2021,230.89,728.17
431710000,9468308,ONE ALTAIR,2020,242.43,763.98
431710000,9468308,NYK ALTAIR,2019,256.91,800.36
212882000,9195133,EMS HIGHWAY,2021,50.96,163.39
212882000,9195133,EMS HIGHWAY,2020,52.33,167.78
212882000,9195133,EMS HIGHWAY,2019,46.75,149.88
257620000,9881380,FERMITA,2020,72.36,225.5
371417000,8506361,BASHAR ONE TRANSPORT,2021,97.9,309.38
244130873,9287314,MANISA VERA,2021,52.47,164.93
244130873,9287314,LONGWAVE,2020,48.03,151.97
244130873,9287314,LONGWAVE,2019,45.1,142.07
374125000,9260263,SW JULIA I,2021,124.27,393.44
374125000,9260263,SW JULIA I,2020,86.23,272.84
374125000,9260263,SW JULIA I,2019,126.77,398.29
373068000,9465291,MSC REGULUS,2021,315.18,993.69
373068000,9465291,MSC REGULUS,2020,281.45,887.49
373068000,9465291,MSC REGULUS,2019,340.67,1065.03
626260000,9290828,BYRON,2021,96.82,305.41
626260000,9290828,BYRON,2020,118.19,374.11
626260000,9290828,BYRON,2019,112.65,352.68
636013689,9337444,MSC UBERTY,2021,273.04,860.53
636013689,9337444,MSC UBERTY,2020,261.22,825.14
255806404,9312078,PATRICIA,2021,83.05,260.58
255806404,9312078,PATRICIA,2020,75,235.67
255806404,9312078,PATRICIA,2019,79.2,250.97
275524000,9129469,PERSEUS,2021,59.04,186.25
275524000,9129469,ATLANTIC COAST,2020,57.98,182.89
275524000,9129469,ATLANTIC COAST,2019,58.46,184.42
219578000,9619995,MAYVIEW MAERSK,2021,305.93,952.91
219578000,9619995,MAYVIEW MAERSK,2020,331.17,1017.16
219578000,9619995,MAYVIEW MAERSK,2019,307.36,957.11
219095000,9622241,CAP SAN ANTONIO,2021,249.83,492.92
219095000,9622241,CAP SAN ANTONIO,2020,247.39,709.27
219095000,9622241,CAP SAN ANTONIO,2019,244.44,762.17
228263700,9364980,ARMORIQUE,2021,144.37,450.85
228263700,9364980,ARMORIQUE,2020,176.35,551.51
228263700,9364980,ARMORIQUE,2019,152.63,476.21
224957000,9360506,VOLCAN DE TAMADABA,2021,175.74,547.84
224957000,9360506,VOLCAN DE TAMADABA,2020,185.85,579.95
224957000,9360506,VOLCAN DE TAMADABA,2019,195.61,609.64
255806192,9327047,AGNES ESSBERGER,2021,73.03,234.14
255806192,9327047,AGNES ESSBERGER,2020,73.17,234.59
255806192,9327047,AGNES ESSBERGER,2019,80.12,256.85
477754600,9344681,SAN ALVARO,2021,121.69,383.66
477754600,9344681,SAN ALVARO,2020,120.58,375.79
477754600,9344681,SAN ALVARO,2019,124.09,386.85
311000153,9635456,CS SATIRA,2021,73.59,232.49
311000153,9635456,CS SATIRA,2020,80.65,253.13
311000153,9635456,CS SATIRA,2019,63.35,197.37
257055860,9825817,SAMNØY,2019,43.72,120.24
257630000,9863558,ALTERA WAVE,2021,165.68,494.69
210249000,9594470,GREY FOX,2021,97.75,305.91
210249000,9594470,MADRID TRADER,2019,80.77,253.69
538006778,9205938,FEDERAL HUNTER,2021,80.49,257.43
538006778,9205938,FEDERAL HUNTER,2020,73.61,233.13
538006778,9205938,FEDERAL HUNTER,2019,77.49,244.19
477973000,9233454,SAGA VOYAGER,2021,93.02,293.69
477973000,9233454,SAGA VOYAGER,2020,83.78,264.62
477973000,9233454,SAGA VOYAGER,2019,76.79,239.36
564057000,9348302,BRO AGNES,2021,75.9,240.95
564057000,9348302,BRO AGNES,2020,90.21,287.99
564057000,9348302,BRO AGNES,2019,75.82,237.94
250005913,9851957,ARKLOW ACE,2021,29.78,95.48
250005913,9851957,ARKLOW ACE,2020,26.12,82.98
636013144,9322322,ZIM SHEKOU,2021,192.26,599.87
636013144,9322322,ZIM SHEKOU,2020,154.86,483.32
636013144,9322322,ZIM SHEKOU,2019,155.95,487
236514000,9460239,STEN SKAGEN,2021,77.79,249.4
236514000,9460239,STEN SKAGEN,2020,87.55,280.69
236514000,9460239,STEN SKAGEN,2019,90.81,291.12
248897000,9444455,SONGA PEARL,2021,104.57,327.3
248897000,9444455,SONGA PEARL,2020,108.63,340.82
248897000,9444455,SONGA PEARL,2019,105.18,658.56
